GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,not_hispanic_or_latino_white_alone,not_hispanic_or_latino_black_or_african_american_alone,not_hispanic_or_latino_american_indian_and_alaska_native_alone,not_hispanic_or_latino_asian_alone,not_hispanic_or_latino_native_hawaiian_and_other_pacific,not_hispanic_or_latino_some_other_race_alone,not_hispanic_or_latino_two_or_more_races,hispanic__or__latino
G41001100011001,41,11,1100,1,732,0,0,11,0,0,0,9
G41001100011002,41,11,1100,2,276,0,0,0,0,0,0,0
G41001100011003,41,11,1100,3,686,0,22,13,0,0,19,29
G41001100011004,41,11,1100,4,903,0,34,0,0,0,23,140
G41001100011005,41,11,1100,5,738,0,32,0,0,0,38,0
G41001100011006,41,11,1100,6,597,0,0,4,0,0,39,10
G41001100011007,41,11,1100,7,1080,0,55,2,0,0,53,17
G41001109901010,41,11,990101,0,0,0,0,0,0,0,0,0
G41001309501001,41,13,950100,1,588,0,0,0,0,0,0,33
G41001309501002,41,13,950100,2,862,0,7,0,5,0,0,65
G41001309501003,41,13,950100,3,2966,0,66,18,10,0,58,441
G41001309501004,41,13,950100,4,629,22,0,0,0,0,0,27
G41001309501005,41,13,950100,5,948,0,10,0,0,35,19,0
G41001309502001,41,13,950200,1,1213,0,7,0,0,0,9,23
G41001309502002,41,13,950200,2,1117,0,0,11,0,0,103,15
G41001309502003,41,13,950200,3,957,0,6,8,0,0,0,89
G41001309502004,41,13,950200,4,723,0,5,0,0,0,6,5
G41001309503001,41,13,950300,1,661,3,0,0,0,0,7,3
G41001309503002,41,13,950300,2,1169,0,4,12,0,0,32,74
G41001309503003,41,13,950300,3,902,0,0,0,0,0,15,46
G41001309503004,41,13,950300,4,398,0,34,0,0,0,5,0
G41001309503005,41,13,950300,5,1981,5,42,37,0,0,5,25
G41001309504001,41,13,950400,1,2995,0,22,0,0,0,114,71
G41001309504002,41,13,950400,2,502,0,0,0,0,0,29,0
G41001509501001,41,15,950100,1,855,0,0,0,0,0,66,54
G41001509501002,41,15,950100,2,1432,0,0,15,0,0,30,13
G41001509501003,41,15,950100,3,914,0,0,0,4,0,22,39
G41001509502001,41,15,950200,1,1318,0,0,60,0,0,15,227
G41001509502002,41,15,950200,2,1462,0,35,0,0,0,92,26
G41001509502003,41,15,950200,3,1351,0,49,0,0,0,0,57
G41001509503011,41,15,950301,1,1691,0,34,10,0,0,88,79
G41001509503012,41,15,950301,2,798,0,16,0,0,0,10,0
G41001509503013,41,15,950301,3,1240,0,55,0,0,0,262,11
G41001509503021,41,15,950302,1,1004,27,0,0,0,0,0,50
G41001509503022,41,15,950302,2,2309,0,17,0,0,0,51,47
G41001509503023,41,15,950302,3,1364,0,16,2,3,0,33,35
G41001509504001,41,15,950400,1,1305,0,108,0,0,0,20,113
G41001509504002,41,15,950400,2,490,1,17,0,0,0,31,0
G41001509504003,41,15,950400,3,1370,0,21,0,0,0,59,174
G41001509504004,41,15,950400,4,804,0,16,0,0,0,62,0
G41001509901010,41,15,990101,0,0,0,0,0,0,0,0,0
G41001700001001,41,17,100,1,1778,0,124,16,0,0,36,6
G41001700002001,41,17,200,1,1574,0,0,0,0,0,0,0
G41001700002002,41,17,200,2,1071,12,3,4,0,0,3,10
G41001700002003,41,17,200,3,954,0,54,4,0,0,27,75
G41001700002004,41,17,200,4,804,0,0,11,0,0,0,8
G41001700003001,41,17,300,1,3040,13,0,0,0,0,171,85
G41001700003002,41,17,300,2,2000,0,23,0,35,0,54,22
G41001700003003,41,17,300,3,1255,0,0,0,0,0,15,0
G41001700003004,41,17,300,4,1523,0,0,0,0,0,75,0
G41001700004011,41,17,401,1,2274,0,0,14,0,0,31,98
G41001700004012,41,17,401,2,1997,0,177,13,0,0,41,176
G41001700004021,41,17,402,1,1151,0,0,0,0,0,0,0
G41001700004022,41,17,402,2,979,0,15,0,0,0,0,0
G41001700004023,41,17,402,3,175,0,0,0,0,0,0,0
G41001700005001,41,17,500,1,1736,0,0,0,0,0,0,1
G41001700005002,41,17,500,2,213,0,0,0,0,0,0,0
G41001700005003,41,17,500,3,457,0,0,0,0,0,0,0
G41001700005004,41,17,500,4,1662,0,9,21,0,0,36,133
G41001700005005,41,17,500,5,1262,0,40,0,0,0,0,0
G41001700006001,41,17,600,1,2873,0,53,0,0,0,86,56
G41001700006002,41,17,600,2,1287,0,0,12,0,0,1,20
G41001700006003,41,17,600,3,965,0,0,0,0,0,12,0
G41001700006004,41,17,600,4,1401,0,0,0,0,0,7,7
G41001700007001,41,17,700,1,967,0,12,0,0,0,0,26
G41001700007002,41,17,700,2,3030,25,21,90,13,0,101,122
G41001700007003,41,17,700,3,1063,0,19,0,0,0,0,12
G41001700007004,41,17,700,4,1903,0,74,0,0,0,0,0
G41001700008001,41,17,800,1,3376,0,38,48,0,0,46,721
G41001700008002,41,17,800,2,642,0,0,0,0,0,0,0
G41001700008003,41,17,800,3,539,0,81,0,0,0,0,55
G41001700008004,41,17,800,4,680,0,0,0,0,0,98,0
G41001700009001,41,17,900,1,1847,41,0,57,22,0,0,88
G41001700009002,41,17,900,2,1365,0,0,0,0,0,15,527
G41001700009003,41,17,900,3,1149,0,0,0,0,0,0,120
G41001700009004,41,17,900,4,1628,0,64,22,0,0,25,47
G41001700010011,41,17,1001,1,2400,0,0,0,0,0,0,36
G41001700010012,41,17,1001,2,3781,36,16,47,71,0,241,68
G41001700010013,41,17,1001,3,1023,0,0,0,0,0,172,0
G41001700010014,41,17,1001,4,2212,22,32,0,16,0,26,576
G41001700010015,41,17,1001,5,1791,0,0,0,0,0,146,45
G41001700010021,41,17,1002,1,1868,0,0,92,0,0,37,385
G41001700011001,41,17,1100,1,2657,1,0,19,0,0,110,11
G41001700011002,41,17,1100,2,1971,13,21,0,0,0,74,0
G41001700011003,41,17,1100,3,4970,18,1,15,0,0,23,327
G41001700012001,41,17,1200,1,1271,0,0,29,0,0,25,50
G41001700012002,41,17,1200,2,686,0,0,0,0,0,0,24
G41001700012003,41,17,1200,3,1503,0,0,36,0,19,42,58
G41001700012004,41,17,1200,4,2419,0,54,115,0,0,130,22
G41001700013001,41,17,1300,1,3435,21,0,68,0,0,0,40
G41001700013002,41,17,1300,2,4109,0,0,84,0,0,124,79
G41001700013003,41,17,1300,3,1348,0,0,0,0,0,60,49
G41001700013004,41,17,1300,4,956,17,0,0,0,0,13,166
G41001700013005,41,17,1300,5,414,0,0,0,53,0,0,65
G41001700014001,41,17,1400,1,3744,0,40,0,21,0,34,106
G41001700014002,41,17,1400,2,571,0,1,0,0,0,3,0
G41001700014003,41,17,1400,3,349,9,0,0,0,24,0,0
G41001700015001,41,17,1500,1,593,0,0,0,0,0,0,134
G41001700015002,41,17,1500,2,1389,0,0,61,0,0,0,32
G41001700015003,41,17,1500,3,917,0,0,0,0,0,29,45
G41001700015004,41,17,1500,4,621,0,0,0,0,0,18,0
G41001700015005,41,17,1500,5,1335,115,15,0,0,0,10,230
G41001700016001,41,17,1600,1,658,0,0,0,0,0,20,41
G41001700016002,41,17,1600,2,1599,0,22,13,0,0,52,134
G41001700016003,41,17,1600,3,1739,12,1,10,0,0,18,174
G41001700017001,41,17,1700,1,2203,0,0,0,0,0,42,118
G41001700017002,41,17,1700,2,1617,0,0,17,0,0,0,578
G41001700017003,41,17,1700,3,732,0,0,0,0,0,0,8
G41001700017004,41,17,1700,4,2308,0,49,70,0,0,0,155
G41001700018001,41,17,1800,1,1290,63,0,50,0,0,24,177
G41001700018002,41,17,1800,2,2078,29,14,29,0,0,123,39
G41001700018003,41,17,1800,3,1346,5,13,0,0,0,36,0
G41001700018004,41,17,1800,4,1282,0,0,16,0,12,0,108
G41001700019011,41,17,1901,1,1714,0,28,0,0,0,18,42
G41001700019021,41,17,1902,1,4179,18,31,246,14,0,121,205
G41001700019022,41,17,1902,2,1746,31,0,89,0,0,23,70
G41001700019023,41,17,1902,3,635,0,0,0,0,0,39,0
G41001700019024,41,17,1902,4,1024,0,0,0,0,0,0,10
G41001700020001,41,17,2000,1,1565,0,11,0,0,0,7,0
G41001700020002,41,17,2000,2,2068,0,0,0,0,0,0,170
G41001700020003,41,17,2000,3,2028,0,0,24,0,0,40,0
G41001700020004,41,17,2000,4,1172,0,0,72,0,0,0,9
G41001700021001,41,17,2100,1,2493,0,0,0,0,0,0,20
G41001700021002,41,17,2100,2,2336,0,73,68,0,0,0,604
G41001700021003,41,17,2100,3,3969,18,0,223,0,0,252,287
G41001700021004,41,17,2100,4,882,2,0,0,0,0,0,79
G41001900100001,41,19,10000,1,781,0,21,0,0,0,25,0
G41001900100002,41,19,10000,2,1135,0,10,20,0,0,90,127
G41001900200001,41,19,20000,1,459,0,0,0,0,0,0,0
G41001900200002,41,19,20000,2,1143,0,0,0,0,0,54,0
G41001900200003,41,19,20000,3,1169,0,47,62,0,0,46,137
G41001900200004,41,19,20000,4,379,0,0,0,0,0,0,1
G41001900300001,41,19,30000,1,1120,0,30,5,0,0,26,0
G41001900300002,41,19,30000,2,1217,0,27,33,0,0,31,9
G41001900300003,41,19,30000,3,1333,0,17,19,0,0,58,112
G41001900400001,41,19,40000,1,721,2,0,0,0,0,0,0
G41001900400002,41,19,40000,2,1003,0,39,0,0,13,35,53
G41001900400003,41,19,40000,3,566,0,26,22,0,0,5,7
G41001900500011,41,19,50001,1,666,0,0,0,0,0,35,0
G41001900500012,41,19,50001,2,1863,58,16,12,0,0,27,32
G41001900500013,41,19,50001,3,1454,0,7,0,0,0,2,10
G41001900500014,41,19,50001,4,461,0,9,0,0,0,0,0
G41001900500021,41,19,50002,1,2578,0,8,0,0,0,39,23
G41001900500022,41,19,50002,2,833,0,124,0,0,0,0,66
G41001900500023,41,19,50002,3,1168,0,0,0,0,0,0,19
G41001900500024,41,19,50002,4,1407,0,0,0,0,0,85,100
G41001900600001,41,19,60000,1,1056,0,0,9,0,0,25,8
G41001900600002,41,19,60000,2,651,0,0,22,0,0,26,0
G41001900600003,41,19,60000,3,1522,0,26,23,0,0,0,69
G41001900700001,41,19,70000,1,1193,23,12,13,0,0,0,10
G41001900700002,41,19,70000,2,1893,0,95,3,0,0,25,26
G41001900700003,41,19,70000,3,1820,0,0,0,0,0,11,15
G41001900800001,41,19,80000,1,2751,9,14,12,0,0,62,22
G41001900800002,41,19,80000,2,1519,0,9,0,0,0,25,0
G41001900800003,41,19,80000,3,1006,0,0,0,0,0,82,0
G41001900800004,41,19,80000,4,1381,0,0,0,0,0,20,0
G41001900800005,41,19,80000,5,863,33,1,4,2,0,1,0
G41001900900001,41,19,90000,1,605,0,21,0,0,0,0,0
G41001900900002,41,19,90000,2,555,0,54,0,0,25,0,0
G41001900900003,41,19,90000,3,2277,0,26,17,32,0,59,148
G41001900900004,41,19,90000,4,1577,0,17,3,0,0,40,69
G41001901000001,41,19,100000,1,483,0,0,0,0,0,26,0
G41001901000002,41,19,100000,2,1185,27,7,0,0,0,263,145
G41001901000003,41,19,100000,3,832,0,15,25,5,0,79,170
G41001901100001,41,19,110000,1,848,0,0,0,0,0,7,72
G41001901100002,41,19,110000,2,1094,0,5,0,0,0,42,17
G41001901100003,41,19,110000,3,672,0,13,0,0,0,7,9
G41001901200001,41,19,120000,1,2085,16,32,0,0,0,41,120
G41001901200002,41,19,120000,2,2057,0,135,54,0,0,191,54
G41001901200003,41,19,120000,3,735,0,0,29,0,0,110,100
G41001901200004,41,19,120000,4,558,0,17,0,0,0,0,49
G41001901200005,41,19,120000,5,457,22,0,0,0,0,0,0
G41001901200006,41,19,120000,6,722,23,0,0,0,0,0,50
G41001901300001,41,19,130000,1,1192,17,22,72,0,0,146,162
G41001901300002,41,19,130000,2,837,9,8,6,0,0,10,16
G41001901300003,41,19,130000,3,886,0,8,0,0,0,65,0
G41001901300004,41,19,130000,4,1574,0,0,0,0,27,0,30
G41001901300005,41,19,130000,5,435,0,14,0,0,0,0,0
G41001901400001,41,19,140000,1,982,0,0,0,0,0,53,0
G41001901400002,41,19,140000,2,1403,0,12,21,0,0,46,58
G41001901400003,41,19,140000,3,1069,5,6,0,0,30,39,50
G41001901400004,41,19,140000,4,650,0,0,10,0,0,29,52
G41001901400005,41,19,140000,5,668,0,18,16,0,0,11,47
G41001901500001,41,19,150000,1,2837,0,33,0,0,0,104,38
G41001901500002,41,19,150000,2,2289,0,27,14,0,0,26,189
G41001901500003,41,19,150000,3,1718,0,0,0,0,0,29,257
G41001901600001,41,19,160000,1,641,0,19,0,0,0,9,11
G41001901600002,41,19,160000,2,2710,0,0,80,27,0,135,42
G41001901600003,41,19,160000,3,1407,0,6,0,0,0,25,161
G41001901600004,41,19,160000,4,794,0,0,0,0,0,60,16
G41001901600005,41,19,160000,5,1040,0,0,0,0,0,22,11
G41001901700001,41,19,170000,1,1007,0,0,0,0,0,24,23
G41001901700002,41,19,170000,2,2048,32,25,23,19,0,122,80
G41001901800001,41,19,180000,1,894,0,32,13,0,0,67,33
G41001901800002,41,19,180000,2,584,0,9,0,0,0,6,0
G41001901800003,41,19,180000,3,752,0,27,0,0,0,0,21
G41001901800004,41,19,180000,4,386,0,12,0,46,0,15,141
G41001901800005,41,19,180000,5,1259,0,87,0,0,0,24,0
G41001901900001,41,19,190000,1,2162,0,47,0,0,0,82,155
G41001901900002,41,19,190000,2,792,0,26,26,0,0,58,6
G41001901900003,41,19,190000,3,896,0,15,15,0,0,49,29
G41001902000001,41,19,200000,1,1110,0,6,0,7,0,94,92
G41001902000002,41,19,200000,2,642,0,45,0,0,0,41,7
G41001902000003,41,19,200000,3,988,0,71,88,0,0,29,15
G41001902000004,41,19,200000,4,1476,0,36,72,0,0,146,38
G41001902100001,41,19,210000,1,421,5,7,18,0,0,50,17
G41001902100002,41,19,210000,2,737,0,4,0,0,0,26,53
G41001902100003,41,19,210000,3,621,0,6,6,0,0,81,40
G41001902100004,41,19,210000,4,1275,0,19,5,0,0,7,28
G41001902100005,41,19,210000,5,709,0,0,0,0,15,0,25
G41001909900000,41,19,990000,0,0,0,0,0,0,0,0,0
G41002109601001,41,21,960100,1,810,3,1,0,6,0,24,60
G41002109601002,41,21,960100,2,357,4,9,0,0,0,0,68
G41002109601003,41,21,960100,3,535,3,6,0,0,0,0,0
G41002309601001,41,23,960100,1,757,2,8,0,0,0,13,13
G41002309601002,41,23,960100,2,576,0,0,8,0,0,9,12
G41002309601003,41,23,960100,3,871,11,9,0,0,0,30,6
G41002309602001,41,23,960200,1,696,0,11,0,2,0,10,22
G41002309602002,41,23,960200,2,816,0,0,0,0,0,24,10
G41002309602003,41,23,960200,3,1031,6,4,4,0,0,8,84
G41002309602004,41,23,960200,4,1325,5,4,0,0,7,6,15
G41002309602005,41,23,960200,5,757,0,2,0,0,0,118,19
G41002509601001,41,25,960100,1,1229,8,139,6,4,0,23,90
G41002509601002,41,25,960100,2,653,11,0,0,0,0,0,0
G41002509601003,41,25,960100,3,911,0,0,0,0,0,56,108
G41002509601004,41,25,960100,4,737,11,2,0,8,0,9,0
G41002509601005,41,25,960100,5,867,0,91,8,0,0,21,22
G41002509602001,41,25,960200,1,950,4,0,0,0,0,31,0
G41002509602002,41,25,960200,2,1162,0,0,46,0,0,13,23
G41002709501001,41,27,950100,1,910,45,36,7,0,0,44,16
G41002709501002,41,27,950100,2,614,0,0,8,5,0,135,260
G41002709501003,41,27,950100,3,415,20,0,0,0,0,9,319
G41002709501004,41,27,950100,4,727,0,0,0,0,0,27,116
G41002709502001,41,27,950200,1,1252,32,0,0,0,0,0,302
G41002709502002,41,27,950200,2,586,0,0,0,0,0,0,91
G41002709502003,41,27,950200,3,1079,0,0,0,0,0,0,144
G41002709502004,41,27,950200,4,1113,5,0,152,0,16,0,347
G41002709502005,41,27,950200,5,1393,0,0,0,0,0,0,228
G41002709503001,41,27,950300,1,301,0,0,19,0,0,0,174
G41002709503002,41,27,950300,2,952,0,3,0,0,0,52,578
G41002709503003,41,27,950300,3,205,0,0,0,0,0,0,0
G41002709503004,41,27,950300,4,820,0,0,0,15,0,7,0
G41002709503005,41,27,950300,5,457,0,0,0,6,0,0,0
G41002709503006,41,27,950300,6,1275,0,0,29,0,0,47,436
G41002709504001,41,27,950400,1,842,0,0,29,32,0,89,423
G41002709504002,41,27,950400,2,740,0,0,24,0,0,80,477
G41002709504003,41,27,950400,3,681,7,0,0,0,0,17,1411
G41002709504004,41,27,950400,4,352,0,0,29,0,0,0,291
G41002900001001,41,29,100,1,654,0,0,18,0,0,19,447
G41002900001002,41,29,100,2,496,35,37,0,0,0,19,118
G41002900002011,41,29,201,1,619,0,48,0,116,0,0,303
G41002900002012,41,29,201,2,869,0,9,10,0,0,20,106
G41002900002013,41,29,201,3,924,12,15,0,0,0,28,79
G41002900002021,41,29,202,1,872,0,11,0,0,86,87,182
G41002900002022,41,29,202,2,736,87,0,0,0,0,67,211
G41002900002023,41,29,202,3,623,13,8,0,0,0,51,390
G41002900002031,41,29,203,1,844,0,9,13,0,0,24,109
G41002900002032,41,29,203,2,1157,0,0,0,0,0,34,404
G41002900002033,41,29,203,3,924,0,7,0,0,0,25,645
G41002900003001,41,29,300,1,2011,0,48,28,0,0,82,720
G41002900003002,41,29,300,2,1758,20,0,13,0,0,110,547
G41002900004031,41,29,403,1,3055,0,0,7,17,0,92,105
G41002900004032,41,29,403,2,645,7,0,0,0,0,0,0
G41002900004041,41,29,404,1,2105,0,0,0,0,0,99,34
G41002900004042,41,29,404,2,2276,0,0,62,0,0,54,73
G41002900004051,41,29,405,1,1409,16,0,15,0,0,54,97
G41002900004052,41,29,405,2,2065,11,0,12,20,0,15,128
G41002900004061,41,29,406,1,1310,0,0,22,207,0,33,202
G41002900004062,41,29,406,2,1834,0,9,70,0,0,111,367
G41002900005011,41,29,501,1,527,0,30,0,0,0,4,166
G41002900005012,41,29,501,2,1987,0,0,0,0,0,7,50
G41002900005021,41,29,502,1,1385,0,0,101,0,0,118,136
G41002900005022,41,29,502,2,1215,17,12,23,0,0,29,25
G41002900005023,41,29,502,3,1632,80,0,10,0,0,149,152
G41002900006011,41,29,601,1,1261,0,0,18,0,0,0,189
G41002900006012,41,29,601,2,1318,0,2,20,0,0,58,0
G41002900006013,41,29,601,3,1468,0,0,20,0,0,91,219
G41002900006014,41,29,601,4,2065,0,53,0,0,0,41,101
G41002900006021,41,29,602,1,1128,0,16,0,0,0,0,119
G41002900006022,41,29,602,2,2111,0,0,71,0,0,33,87
G41002900006023,41,29,602,3,1902,0,0,97,0,0,141,32
G41002900007001,41,29,700,1,1220,0,0,0,0,0,13,77
G41002900007002,41,29,700,2,1589,0,65,11,0,12,103,219
G41002900007003,41,29,700,3,764,0,0,0,0,0,0,0
G41002900007004,41,29,700,4,1854,77,0,40,0,0,250,91
G41002900007005,41,29,700,5,2195,12,0,24,0,0,88,311
G41002900008001,41,29,800,1,2557,126,25,45,0,0,29,565
G41002900008002,41,29,800,2,1992,0,10,0,30,0,131,11
G41002900009001,41,29,900,1,694,0,0,0,0,0,6,83
G41002900009002,41,29,900,2,2115,13,0,11,0,0,79,267
G41002900009003,41,29,900,3,1017,0,0,0,0,0,32,18
G41002900009004,41,29,900,4,3114,30,16,0,17,0,191,702
G41002900010011,41,29,1001,1,1557,1,0,0,0,0,2,33
G41002900010012,41,29,1001,2,441,0,0,0,0,0,0,14
G41002900010013,41,29,1001,3,3228,23,13,0,10,0,6,31
G41002900010014,41,29,1001,4,1263,0,0,11,24,0,26,74
G41002900010021,41,29,1002,1,2351,0,13,0,0,0,41,220
G41002900010022,41,29,1002,2,926,0,0,0,0,0,0,8
G41002900010023,41,29,1002,3,510,0,0,0,0,0,72,107
G41002900011001,41,29,1100,1,1236,0,0,0,0,0,13,88
G41002900011002,41,29,1100,2,2221,0,20,73,24,0,160,198
G41002900011003,41,29,1100,3,882,0,7,0,0,0,11,154
G41002900012001,41,29,1200,1,2809,33,8,95,0,0,128,465
G41002900012002,41,29,1200,2,160,15,0,9,0,0,0,31
G41002900013011,41,29,1301,1,1097,0,0,0,0,0,14,11
G41002900013012,41,29,1301,2,763,19,4,0,0,0,76,132
G41002900013013,41,29,1301,3,734,0,0,0,0,0,171,32
G41002900013014,41,29,1301,4,1289,0,0,0,0,0,110,328
G41002900013021,41,29,1302,1,818,0,27,0,0,0,0,353
G41002900013022,41,29,1302,2,2309,31,0,165,0,30,139,141
G41002900013023,41,29,1302,3,900,0,0,19,0,0,39,844
G41002900013024,41,29,1302,4,1057,0,7,0,0,0,0,681
G41002900013025,41,29,1302,5,901,42,0,0,0,0,0,569
G41002900014001,41,29,1400,1,2829,0,8,59,0,0,54,7
G41002900014002,41,29,1400,2,1804,0,167,0,0,0,0,51
G41002900014003,41,29,1400,3,4058,0,35,37,0,0,385,89
G41002900015001,41,29,1500,1,773,22,0,78,0,0,107,0
G41002900015002,41,29,1500,2,1464,0,0,0,0,0,0,1
G41002900015003,41,29,1500,3,810,0,0,0,0,0,50,0
G41002900015004,41,29,1500,4,1403,0,0,39,0,0,0,0
G41002900016011,41,29,1601,1,2051,8,18,0,0,0,85,594
G41002900016012,41,29,1601,2,568,0,23,0,0,0,0,44
G41002900016021,41,29,1602,1,1155,0,0,0,11,0,34,456
G41002900016022,41,29,1602,2,1102,0,0,0,0,0,113,355
G41002900016023,41,29,1602,3,369,4,14,0,0,0,28,95
G41002900016024,41,29,1602,4,638,0,0,0,0,0,0,0
G41002900016025,41,29,1602,5,1584,10,0,0,0,0,98,408
G41002900017001,41,29,1700,1,1421,2,81,23,0,0,57,16
G41002900017002,41,29,1700,2,2050,12,0,24,0,0,167,0
G41002900017003,41,29,1700,3,408,0,50,0,0,0,0,10
G41002900017004,41,29,1700,4,2541,0,0,29,0,0,211,175
G41002900018001,41,29,1800,1,1114,0,0,0,0,0,13,10
G41002900018002,41,29,1800,2,1996,0,0,42,10,0,49,105
G41002900018003,41,29,1800,3,2094,299,12,12,17,0,23,129
G41002900018004,41,29,1800,4,1634,18,74,38,0,0,163,0
G41002900019001,41,29,1900,1,1451,14,1,26,0,0,89,132
G41002900019002,41,29,1900,2,1130,24,0,23,0,0,60,43
G41002900020001,41,29,2000,1,1134,26,0,0,0,0,2,0
G41002900020002,41,29,2000,2,950,8,0,0,0,0,3,0
G41002900021001,41,29,2100,1,1488,0,16,105,0,0,165,84
G41002900021002,41,29,2100,2,646,0,0,0,0,36,84,52
G41002900021003,41,29,2100,3,687,0,0,0,0,3,0,7
G41002900022001,41,29,2200,1,748,0,0,0,0,0,0,0
G41002900022002,41,29,2200,2,835,28,0,0,0,0,0,23
G41002900022003,41,29,2200,3,1004,0,0,0,0,0,61,0
G41002900022004,41,29,2200,4,1665,10,0,164,0,0,0,40
G41002900023001,41,29,2300,1,599,0,0,0,0,0,0,11
G41002900023002,41,29,2300,2,927,9,0,9,0,0,20,0
G41002900024001,41,29,2400,1,805,0,10,13,0,0,31,213
G41002900024002,41,29,2400,2,920,0,21,0,0,0,53,0
G41002900025001,41,29,2500,1,1291,20,40,27,0,0,18,12
G41002900025002,41,29,2500,2,748,0,5,0,24,0,11,24
G41002900025003,41,29,2500,3,456,7,0,6,0,0,5,0
G41002900026001,41,29,2600,1,1056,0,21,0,0,0,30,34
G41002900026002,41,29,2600,2,1389,0,24,0,0,0,43,0
G41002900027001,41,29,2700,1,498,0,0,0,13,0,38,98
G41002900027002,41,29,2700,2,1217,0,24,0,0,0,0,0
G41002900027003,41,29,2700,3,2886,0,45,0,0,0,37,162
G41002900027004,41,29,2700,4,1119,0,0,0,0,0,0,14
G41002900028001,41,29,2800,1,1382,18,4,0,0,10,141,256
G41002900028002,41,29,2800,2,1936,2,14,7,7,0,21,44
G41002900028003,41,29,2800,3,621,0,14,0,0,0,23,5
G41002900029001,41,29,2900,1,757,0,8,0,0,0,0,12
G41002900029002,41,29,2900,2,1553,0,16,48,0,0,15,46
G41002900029003,41,29,2900,3,1484,7,26,0,0,0,14,156
G41002900029004,41,29,2900,4,1209,0,0,0,0,0,9,109
G41002900029005,41,29,2900,5,504,0,0,0,0,0,0,131
G41002900029006,41,29,2900,6,1065,0,13,0,0,0,0,15
G41002900030011,41,29,3001,1,951,0,0,0,0,0,8,0
G41002900030012,41,29,3001,2,722,0,0,0,0,0,0,0
G41002900030013,41,29,3001,3,1204,0,0,12,0,0,73,94
G41002900030014,41,29,3001,4,745,0,0,0,0,0,51,11
G41002900030021,41,29,3002,1,1945,12,30,0,0,0,0,0
G41002900030022,41,29,3002,2,868,0,0,0,0,0,0,0
G41002900030023,41,29,3002,3,2402,0,0,0,0,0,89,14
G41003109400001,41,31,940000,1,100,0,1295,10,76,0,0,104
G41003109400002,41,31,940000,2,66,14,1255,0,8,0,76,6
G41003109601001,41,31,960100,1,912,46,18,0,0,3,14,115
G41003109601002,41,31,960100,2,911,4,9,3,0,0,0,45
G41003109602011,41,31,960201,1,673,12,135,0,43,0,21,625
G41003109602012,41,31,960201,2,809,0,306,0,0,0,15,96
G41003109602021,41,31,960202,1,1006,0,72,0,0,0,50,17
G41003109602022,41,31,960202,2,1706,21,34,9,7,0,60,76
G41003109602023,41,31,960202,3,918,0,116,111,0,0,0,56
G41003109603011,41,31,960301,1,686,0,44,0,0,17,0,0
G41003109603012,41,31,960301,2,738,0,0,5,0,0,5,0
G41003109603013,41,31,960301,3,1352,14,12,6,0,0,1,0
G41003109603021,41,31,960302,1,564,0,18,6,0,0,0,0
G41003109603022,41,31,960302,2,650,6,20,1,0,0,18,131
G41003109603023,41,31,960302,3,433,0,0,0,0,0,0,0
G41003109603024,41,31,960302,4,1575,19,8,2,0,0,94,262
G41003303601001,41,33,360100,1,1472,0,11,6,47,0,37,40
G41003303601002,41,33,360100,2,869,4,8,0,0,21,23,13
G41003303603001,41,33,360300,1,787,0,68,0,0,0,0,14
G41003303603002,41,33,360300,2,1182,0,40,14,0,58,101,0
G41003303603003,41,33,360300,3,2056,0,14,0,0,0,61,18
G41003303603004,41,33,360300,4,1248,2,2,0,0,0,0,21
G41003303604001,41,33,360400,1,1443,11,28,19,0,0,27,85
G41003303604002,41,33,360400,2,1961,0,16,14,36,0,98,154
G41003303605001,41,33,360500,1,472,0,0,0,0,0,126,183
G41003303605002,41,33,360500,2,326,0,0,0,0,0,35,6
G41003303605003,41,33,360500,3,2387,0,34,77,20,0,104,69
G41003303605004,41,33,360500,4,1491,6,24,14,0,9,37,289
G41003303606001,41,33,360600,1,1043,0,31,0,0,0,34,93
G41003303606002,41,33,360600,2,2345,0,1,0,0,0,78,153
G41003303606003,41,33,360600,3,880,0,183,0,0,0,0,53
G41003303606004,41,33,360600,4,821,0,0,0,0,0,0,71
G41003303606005,41,33,360600,5,1037,23,8,0,8,0,40,83
G41003303607011,41,33,360701,1,2513,9,36,0,0,0,0,216
G41003303607012,41,33,360701,2,871,0,47,0,0,0,90,0
G41003303607013,41,33,360701,3,723,29,0,0,0,0,12,69
G41003303607021,41,33,360702,1,2293,0,29,20,0,0,25,394
G41003303607022,41,33,360702,2,729,0,0,0,0,0,36,43
G41003303607023,41,33,360702,3,1415,0,0,119,0,0,37,143
G41003303608001,41,33,360800,1,1316,32,0,0,0,0,0,182
G41003303608002,41,33,360800,2,843,0,0,29,0,0,0,0
G41003303608003,41,33,360800,3,2242,10,18,0,0,0,186,202
G41003303609001,41,33,360900,1,1745,0,10,0,0,0,31,93
G41003303609002,41,33,360900,2,519,0,0,0,0,0,0,22
G41003303610001,41,33,361000,1,635,0,38,0,0,0,0,0
G41003303610002,41,33,361000,2,1098,0,30,7,0,0,50,12
G41003303610003,41,33,361000,3,1263,0,0,0,0,0,0,41
G41003303610004,41,33,361000,4,1052,0,0,26,0,0,15,29
G41003303611001,41,33,361100,1,1688,0,0,50,0,0,48,96
G41003303611002,41,33,361100,2,1908,0,49,0,0,0,0,242
G41003303611003,41,33,361100,3,2347,0,27,0,0,0,0,227
